title,company,location,summary,salary
Cubiko – Data Analyst,Cubiko Pty Ltd,Brisbane QLD,"Integrating data from many sources into our data platform.
Your role will involve working with internal and external subject matter experts to understand what…",106236.58
Data Scientist,ED - Group Support Functions,Sydney NSW,Prior experience in a commercial/business support or data/insights analyst role coupled with relevant tertiary qualifications.,106236.58
Youth Protection Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",106236.58
Data Integrity Analyst,Followmont Transport Pty Ltd,Brisbane QLD,"Proven ability to analyse and accurately interpret data to form a meaningful understanding.
As a Data Integrity Analyst you will be focusing on accurately…",106236.58
GIS Analyst,CGC Recruitment,Australia,"Demonstrated GIS skills and experience in management of spatial data.
Must have prior experience using ArcGIS and ability to manage spatial data.",106236.58
Data Scientist,Macquarie Group Limited,Sydney NSW,"Sourcing and identifying relevant data sources, cleaning and preparing data.
Defining and providing requirements to data engineers in order to automate data.",106236.58
"Senior Data Analyst, Customer Assist",Westpac Group,Bedford Park SA,"Experience in leading Business Intelligence projects, from gathering raw data to visualizations and insight.
As a Senior Data Analyst, you will be a key Member…",106236.58
Business BA - Expression of Interest,Commonwealth Bank,Sydney Central Business District NSW,"Perform data analysis that can be used to either support or challenge business initiatives.
Please only apply if you have experience as a Business BA. (If you…",106236.58
Actuarial Analyst,TAL,Sydney NSW,"Strong technical skills in programming and data analysis.
Create new data flow process (using DCS or SQL).
Analyse and specify data requirements (variable names…",106236.58
Credit Risk Analyst,Flexigroup,Sydney NSW,"Experience working with large data sets, and understanding interactions between relevant data.
You can demonstrate experience in using data manipulation and…",106236.58
Data Analyst - TM1/Cognos,HAYS,Sydney Central Business District NSW,"Ability to analyse and compile data in an accurate and meaningful way.
Reporting to the FP & A Manager you will be responsible for the timely, accurate and…",106236.58
Commercial & Pricing Analyst,Boston Scientific Corporation,Mascot NSW,"Prepare & analyze market share data for key buying groups (Ramsay monthly, HSO irregularly) including distribution via Tableau.
WHAT WILL YOU BE REPONSIBLE FOR?",106236.58
Team Experience Research Analyst,Woolworths Group,Bella Vista NSW,"Integrating team experience data with other data sources to provide a holistic view of team and customer experiences.
A great place to grow.",106236.58
Business Analyst,MinterEllison,Sydney NSW,"Provide analytic support by coordinating data extraction from various databases and data interpretation.
3+ years' experience in a related business analyst role…",106236.58
Data Analyst,John Holland,Sydney NSW,"We are seeking an IT Systems Analyst to work a part of a small team, who will be integral to the design and development of a new data reporting and data…",106236.58
Lead Data Analyst,Practice Ignition,Surry Hills NSW,The data analyst will work closely with the data engineer to build the foundations for data analysis and eventually data science.,106236.58
Cubiko – Data Analyst,Cubiko Pty Ltd,Brisbane QLD,"Integrating data from many sources into our data platform.
Your role will involve working with internal and external subject matter experts to understand what…",106236.58
Data Scientist,ED - Group Support Functions,Sydney NSW,Prior experience in a commercial/business support or data/insights analyst role coupled with relevant tertiary qualifications.,106236.58
Data Integrity Analyst,Followmont Transport Pty Ltd,Brisbane QLD,"Proven ability to analyse and accurately interpret data to form a meaningful understanding.
As a Data Integrity Analyst you will be focusing on accurately…",106236.58
Data Scientist,Macquarie Group Limited,Sydney NSW,"Sourcing and identifying relevant data sources, cleaning and preparing data.
Defining and providing requirements to data engineers in order to automate data.",106236.58
"Senior Data Analyst, Customer Assist",Westpac Group,Bedford Park SA,"Experience in leading Business Intelligence projects, from gathering raw data to visualizations and insight.
As a Senior Data Analyst, you will be a key Member…",106236.58
Business BA - Expression of Interest,Commonwealth Bank,Sydney Central Business District NSW,"Perform data analysis that can be used to either support or challenge business initiatives.
Please only apply if you have experience as a Business BA. (If you…",106236.58
Actuarial Analyst,TAL,Sydney NSW,"Strong technical skills in programming and data analysis.
Create new data flow process (using DCS or SQL).
Analyse and specify data requirements (variable names…",106236.58
Credit Risk Analyst,Flexigroup,Sydney NSW,"Experience working with large data sets, and understanding interactions between relevant data.
You can demonstrate experience in using data manipulation and…",106236.58
Data Analyst - TM1/Cognos,HAYS,Sydney Central Business District NSW,"Ability to analyse and compile data in an accurate and meaningful way.
Reporting to the FP & A Manager you will be responsible for the timely, accurate and…",106236.58
Commercial & Pricing Analyst,Boston Scientific Corporation,Mascot NSW,"Prepare & analyze market share data for key buying groups (Ramsay monthly, HSO irregularly) including distribution via Tableau.
WHAT WILL YOU BE REPONSIBLE FOR?",106236.58
Senior Data Analyst,Department of Customer Service,Newcastle NSW,"Acquire data from primary or secondary data sources, create databases/data systems to expected standards and coach team members to maintain systems.", 134667
Machine Learning Data Scientist,Susquehanna International Group,Sydney NSW,"We work at all levels of the problem domain from market data handlers through trade monitoring.
Work with python systems to extract the data you will require; …",106236.58
Test Analyst,AIA,Australia,"You will also be involved in specifying the required test data and evaluate the outcome of the testing in each test cycle.
About the Opportunity with AIA.",106236.58
Data Scientist - Product Analytics,Atlassian,Sydney NSW,"Envision, scope, and execute projects by collaborating with partners, customer research, data engineers and other analysts.
In this role you’ll get to:",106236.58
GIS Analyst,CGC Recruitment,Australia,"Demonstrated GIS skills and experience in management of spatial data.
Must have prior experience using ArcGIS and ability to manage spatial data.",106236.58
Data Analyst,HAYS,Sydney Western Suburbs NSW,"Strong understanding of how to build a data mart or data warehouses in SQL Server.
Working with business analysts you will define the mapping required to…",160000.0
ICT Business Analyst / Data Analytics Solutions Consultant,Optivia,Sydney NSW,"*3+ years of experience in data wrangling and preparation (business-friendly data transformation tools.
At our core, we are ‘data people’, delivering data…",106236.58
Senior Data Analyst,Optus,Sydney NSW,"Strong understanding of data warehouse structure and data extraction, underpinned by excellent communication and presentation skills;",106236.58
Data Analyst (Platform) - Australian Data,ANZ Banking Group,Australia,"Support the robust governance and controls frameworks required to secure and manage sensitive data.
Support key data platforms and provide Level 3 Subject…",106236.58
"BI & Data Business Analyst - (Power BI, SQL)",Anson McCade,Sydney NSW,"This will mean reviewing requirements, current state technology, working on data mapping, as-is/ to-be state and supporting the data engineering team on…",106236.58
Data & Analytics Specialist,Roche,Sydney NSW,"We are a global team of data scientists, data engineers and data analysts.
Understands ETL processes and varying data formats/standards, to achieve the best…",106236.58
"Analyst, Infrastructure Private Equity",Jon Michel Executive Search,Sydney NSW,"The team focuses on executing and managing investments in areas where TMT & Infrastructure overlap, including telecommunication, data centres, fibre and other…",106236.58
Data Management Senior Analyst,Macquarie Group Limited,Sydney NSW,"You’ll focus on metadata management, data quality management, master and reference data management, data architecture and data ownership.",106236.58
Part-time Data Engineer / Senior Data Analyst,BAE Systems,South Australia,"A degree in information technology, specific to data engineering and data science domain is essential in the role.
Apply your talent where it counts.",106236.58
Data Scientist,Fortescue Metals Group,Perth WA,"Interpreting data, analysing data using statistical techniques.
Acquiring data from primary or secondary data sources and maintaining databases.",106236.58
Data Scientist,REA Group,Sydney NSW,"Build data pipelines, troubleshoot data and script issues and proactively analyse the model building processes to identify and recommend improvements.",106236.58
Machine Learning Data Scientist,Susquehanna International Group,Sydney NSW,"We work at all levels of the problem domain from market data handlers through trade monitoring.
Work with python systems to extract the data you will require; …",106236.58
Test Analyst,AIA,Australia,"You will also be involved in specifying the required test data and evaluate the outcome of the testing in each test cycle.
About the Opportunity with AIA.",106236.58
Data Scientist - Product Analytics,Atlassian,Sydney NSW,"Envision, scope, and execute projects by collaborating with partners, customer research, data engineers and other analysts.
In this role you’ll get to:",106236.58
GIS Analyst,CGC Recruitment,Australia,"Demonstrated GIS skills and experience in management of spatial data.
Must have prior experience using ArcGIS and ability to manage spatial data.",106236.58
Data Analyst,HAYS,Sydney Western Suburbs NSW,"Strong understanding of how to build a data mart or data warehouses in SQL Server.
Working with business analysts you will define the mapping required to…",160000.0
ICT Business Analyst / Data Analytics Solutions Consultant,Optivia,Sydney NSW,"*3+ years of experience in data wrangling and preparation (business-friendly data transformation tools.
At our core, we are ‘data people’, delivering data…",106236.58
Senior Data Analyst,Optus,Sydney NSW,"Strong understanding of data warehouse structure and data extraction, underpinned by excellent communication and presentation skills;",106236.58
Data Analyst (Platform) - Australian Data,ANZ Banking Group,Australia,"Support the robust governance and controls frameworks required to secure and manage sensitive data.
Support key data platforms and provide Level 3 Subject…",106236.58
"BI & Data Business Analyst - (Power BI, SQL)",Anson McCade,Sydney NSW,"This will mean reviewing requirements, current state technology, working on data mapping, as-is/ to-be state and supporting the data engineering team on…",106236.58
Data & Analytics Specialist,Roche,Sydney NSW,"We are a global team of data scientists, data engineers and data analysts.
Understands ETL processes and varying data formats/standards, to achieve the best…",106236.58
"Analyst, Infrastructure Private Equity",Jon Michel Executive Search,Sydney NSW,"The team focuses on executing and managing investments in areas where TMT & Infrastructure overlap, including telecommunication, data centres, fibre and other…",106236.58
Data Management Senior Analyst,Macquarie Group Limited,Sydney NSW,"You’ll focus on metadata management, data quality management, master and reference data management, data architecture and data ownership.",106236.58
Part-time Data Engineer / Senior Data Analyst,BAE Systems,South Australia,"A degree in information technology, specific to data engineering and data science domain is essential in the role.
Apply your talent where it counts.",106236.58
Data Scientist,Fortescue Metals Group,Perth WA,"Interpreting data, analysing data using statistical techniques.
Acquiring data from primary or secondary data sources and maintaining databases.",106236.58
Data Scientist,REA Group,Sydney NSW,"Build data pipelines, troubleshoot data and script issues and proactively analyse the model building processes to identify and recommend improvements.",106236.58
Data Scientist,Fortescue Metals Group,Perth WA,"Interpreting data, analysing data using statistical techniques.
Acquiring data from primary or secondary data sources and maintaining databases.",106236.58
Data Scientist,REA Group,Sydney NSW,"Build data pipelines, troubleshoot data and script issues and proactively analyse the model building processes to identify and recommend improvements.",106236.58
Datawarehouse Data Modeler,Fortune Select,Sydney NSW,"Define the new data elements and design the logical and physical data model.
Good background working with quantitative data.",106236.58
Pricing Analyst,Carecone,Sydney NSW,"Ability to analyse data and identify key issues and develop solutions and drive data-based decisions.
Relevant degree in Statistics, Actuarial Studies, Commerce…",106236.58
Data Analyst,Clicks IT Recruitment,Sydney Central Business District NSW,"Experience with data integration using Azure Functions will be highly regarded.
Data Analyst | Contract Role | Sydney CBD | Small Team | SSIS/Azure/PowerShell…",106236.58
PMO Analyst,Macquarie University,Macquarie University NSW,"Salary Package: From $105,298 to $117,167 (HEW Level 8), plus 13.25 % employer’s superannuation contribution and annual leave loading.", 117167
BI Reporting Analyst,Peregrine Corporation,South Australia,"Undertake, lead and participate in BI projects to continuously improve core reporting and data Analytics services.
Read more about us here:",106236.58
Commercial Finance Analyst,Howden,Sydney NSW,"Preparing data inputs for monthly contract reviews and warranty reviews.
Are you energetic, highly motivated, with a passion for excellence and innovation in…",106236.58
Data Analyst/Modeller,New World Management,Sydney NSW,You will take over the design of a modern and contemporary data model that aligns with the current industry best practices in relation to data management and…,106236.58
Data Scientist,THE ICONIC,Sydney NSW,"We look for Data Scientists and Data Analysts who can solve complex data problems and are experts in data analysis.
What does success look like?",106236.58
eDiscovery Analyst,Woolworths Group,Bella Vista NSW,Ability to work large volumes of data and to identify trends/regular patterns within the monitored environment to enable identification of unusual activities.,106236.58
Application Support Analyst,Link Group,Rhodes NSW,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner.",106236.58
Business Analyst,TAL,Sydney NSW,"Map data between the source and target systems.
2+ years’ experience as a business analyst.
Welcome to This Australian Life.",106236.58
Customer Insights Analyst,Commonwealth Bank,Sydney Central Business District NSW,"You have excellent SQL skills and experience dealing with large and complex data sets.
We are the pioneers of leveraging decisioning technology and the Group’s…",106236.58
PMO Analyst/Project Support x 4,Macquarie University,Macquarie University NSW,"Salary Package: From $105,298 to $117,167 (HEW Level 8), plus 17% employer’s superannuation contribution and annual leave loading.", 117167
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,"A role as an Entry Level Intelligence Analyst (known in the Navy as Cryptologic Linguist) is exciting, challenging and immensely rewarding.", 89999
Software/Data Engineer,Tardis Group,Australia,The position will form part of our established data services team and involve assisting our customer base in project delivery and production support of business…, 100000
QA Test Analyst - Salesforce,Robert Half,Australia,"Maintain/monitor all data loads/data integrations between Salesforce.com and other systems/files.
Robert Half has partnered with a large financial institution…",106236.58
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",106236.58
Data Engineer,Faethm,Sydney NSW,"Keeping up to date with new data science and data engineering technologies.
A broad understanding of the numerous technologies and methods used by data…",106236.58
Senior Healthcare Data Analyst,icare NSW,Sydney Central Business District NSW,"Acquisition and statistical modelling of data in SAS to allow for analysis and data mining.
Development of complex predictive data models using SAS.",106236.58
Data Analyst,Allura Partners,Sydney NSW,"Apply data architecture principles to redefine how data is stored.
The business is moving into the cloud and is looking for strong data analysts to help…",106236.58
Team Experience Research Analyst,Woolworths Group,Bella Vista NSW,"Integrating team experience data with other data sources to provide a holistic view of team and customer experiences.
A great place to grow.",106236.58
Business Analyst,MinterEllison,Sydney NSW,"Provide analytic support by coordinating data extraction from various databases and data interpretation.
3+ years' experience in a related business analyst role…",106236.58
Data Analyst,John Holland,Sydney NSW,"We are seeking an IT Systems Analyst to work a part of a small team, who will be integral to the design and development of a new data reporting and data…",106236.58
Lead Data Analyst,Practice Ignition,Surry Hills NSW,The data analyst will work closely with the data engineer to build the foundations for data analysis and eventually data science.,106236.58
Cubiko – Data Analyst,Cubiko Pty Ltd,Brisbane QLD,"Integrating data from many sources into our data platform.
Your role will involve working with internal and external subject matter experts to understand what…",106236.58
Data Scientist,ED - Group Support Functions,Sydney NSW,Prior experience in a commercial/business support or data/insights analyst role coupled with relevant tertiary qualifications.,106236.58
Research and Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",106236.58
Reconciliations Analyst,Zip,Australia,"We use technology and data to deliver simple, fast and fair payments to empower customers to own what they want.
What are we looking for?",106236.58
Data Analyst,CUA,Brisbane QLD,"As a Data Analyst you will leverage all CUA data sources to provide analytics, reporting, insights and data extracts.
We deliver outcomes and impact.",106236.58
"APS 5, APS 6 (Multiple Classifications) - Data Analyst, Data Scientist – Analytics and Reporting",Australian Government Department of Defence,Canberra ACT,"Identifying connections between systems and data (mainly structured data sets) and working on new ways to simplify, automate and standardise key financial…", 92150
Health & Safety Analyst,Projects,Sydney NSW,"To be successful in this role you will have a Strong systems, database and computing skills including use of spreadsheets, graphing, word processing and data…", 116441
Procurement Analyst,City of Lake Macquarie,Speers Point NSW,"Undertake analysis of data, including expenditure data, contract data and supplier performance data, and reporting to support procurement and contract…", 89054
Revenue Strategy Insights Analyst,PepsiCo - ANZ,Australia,"Experience using data / analytics to drive results-based solutions.
Create models and automate data collection to inform plans and update strategy.",106236.58
Analyst,Strategy & Reform,Sydney NSW,"Apply critical thinking and analysis to data, to demonstrate findings of data beyond simple presenting of numbers;
If so, please read on.",106236.58
Junior Service Management Support Analyst,Reserve Bank of Australia,Sydney NSW,"Good knowledge of Excel and data organisation.
Impactful work that helps make a difference to the Australian people.
Do work that makes a difference.",106236.58
APS6 Data Analyst,HorizonOne Recruitment,Canberra ACT,"Validate survey projects and systems and interpret large data sets.
This is an interesting opportunity to apply your data skills in a research-based team…",130000.0
Actuarial Analyst,QBE,Sydney NSW,"Ability to analyse, reconcile and extract data from several sources.
Providing actuarial support to a business unit in order to manage a profitable business.",106236.58
Engineering Technical Analyst,5B Australia,Alexandria NSW,"Market research to collect competitive data to assist experienced sales team with development of sales strategy.
Familiar with AUTOCAD and PVSyst software.", 135000
Analyst- Planning Team,Strategy & Reform,Sydney NSW,"To be considered for this role it is essential that you hold tertiary qualifications in planning, statistics, economics, data science or related discipline and…",106236.58
Trade Analyst,British American Tobacco,Sydney NSW,Liaise with and support internal stakeholders to fulfil all data requirements and ensure integrity of precinct database is maintained.,106236.58
"Analyst, Market Delivery",MasterCard,St Leonards NSW,"Analyzes data from product delivery projects and reports on performance relative to success metrics.
Establishes working relationships with internal delivery…",106236.58
Information Management Analyst,Murdoch University,Murdoch WA,"All functions of the Office of Advancement rely on accurate, well-maintained and fit-for-purpose data, this role will be responsible for data collection,…", 91000
Senior Analyst - Risk Information,Westpac Group,Sydney NSW,"Analyse source systems, existing enterprise, risk & other data sets to determine most appropriate data sources to help meet requirements.
What’s in it for me?",106236.58
Data Analyst,CUA,Brisbane QLD,"As a Data Analyst you will leverage all CUA data sources to provide analytics, reporting, insights and data extracts.
We deliver outcomes and impact.",106236.58
"APS 5, APS 6 (Multiple Classifications) - Data Analyst, Data Scientist – Analytics and Reporting",Australian Government Department of Defence,Canberra ACT,"Identifying connections between systems and data (mainly structured data sets) and working on new ways to simplify, automate and standardise key financial…", 92150
Health & Safety Analyst,Projects,Sydney NSW,"To be successful in this role you will have a Strong systems, database and computing skills including use of spreadsheets, graphing, word processing and data…", 116441
Procurement Analyst,City of Lake Macquarie,Speers Point NSW,"Undertake analysis of data, including expenditure data, contract data and supplier performance data, and reporting to support procurement and contract…", 89054
Analyst,Strategy & Reform,Sydney NSW,"Apply critical thinking and analysis to data, to demonstrate findings of data beyond simple presenting of numbers;
If so, please read on.",106236.58
Junior Service Management Support Analyst,Reserve Bank of Australia,Sydney NSW,"Good knowledge of Excel and data organisation.
Impactful work that helps make a difference to the Australian people.
Do work that makes a difference.",106236.58
APS6 Data Analyst,HorizonOne Recruitment,Canberra ACT,"Validate survey projects and systems and interpret large data sets.
This is an interesting opportunity to apply your data skills in a research-based team…",130000.0
Actuarial Analyst,QBE,Sydney NSW,"Ability to analyse, reconcile and extract data from several sources.
Providing actuarial support to a business unit in order to manage a profitable business.",106236.58
Engineering Technical Analyst,5B Australia,Alexandria NSW,"Market research to collect competitive data to assist experienced sales team with development of sales strategy.
Familiar with AUTOCAD and PVSyst software.", 135000
Analyst- Planning Team,Strategy & Reform,Sydney NSW,"To be considered for this role it is essential that you hold tertiary qualifications in planning, statistics, economics, data science or related discipline and…",106236.58
Trade Analyst,British American Tobacco,Sydney NSW,Liaise with and support internal stakeholders to fulfil all data requirements and ensure integrity of precinct database is maintained.,106236.58
"Analyst, Market Delivery",MasterCard,St Leonards NSW,"Analyzes data from product delivery projects and reports on performance relative to success metrics.
Establishes working relationships with internal delivery…",106236.58
Information Management Analyst,Murdoch University,Murdoch WA,"All functions of the Office of Advancement rely on accurate, well-maintained and fit-for-purpose data, this role will be responsible for data collection,…", 91000
Senior Analyst - Risk Information,Westpac Group,Sydney NSW,"Analyse source systems, existing enterprise, risk & other data sets to determine most appropriate data sources to help meet requirements.
What’s in it for me?",106236.58
Data Scientist ,Robonomics AI,Sydney NSW,"We are looking for a candidate with good command over R/Python and in-depth knowledge and experience in Machine Learning, deep learning methods, algorithm…",106236.58
Data Quality Analyst - Contract - Banking,Real Time Australia,Sydney NSW,"Designing, testing, deploying, and documenting the data quality rules and their outputs.
Tier 1 banking client - unique project.
What you'll bring to the role:",110000.0
Junior Reporting analyst,Macquarie Group Limited,Sydney NSW,"Highly proficient in data preparation and integration.
You will play a key role in connecting to a variety of data sources and creating insights from data to…",106236.58
Solutions Analyst,Office of Sport,Sydney NSW,"Demonstrated knowledge of SDLC and Agile methodologies, business analysis, project management, system and data relationships and service delivery models.", 107541
Revenue Strategy Insights Analyst,PepsiCo - ANZ,Australia,"Experience using data / analytics to drive results-based solutions.
Create models and automate data collection to inform plans and update strategy.",106236.58
Business Analyst,Infosys Limited,Sydney NSW,"Good to have an understanding of basic data modelling and data integration.
Understanding of data warehouse concepts.",106236.58
Market Research Analyst,JLL,Canberra ACT,"Tracking a range of property data that will cover office, retail and industrial sectors including vacancy, construction and sales and leasing,.",106236.58
"Data Scientist, Digital Delta",KPMG,Sydney NSW,"Actioning insights from trusted data to consistently and quickly make clear decisions.
Extract and manipulate data from a variety of sources and apply the…",106236.58
"Commercial Analyst - Data Analytics, Strategy & Marketing",Talent Insights Group,Sydney NSW,"Drive new business opportunities by uncovering data insights.
Newly created role helping a financial services product team become more data driving.",110000.0
Data Business Analyst,Macquarie Group Limited,Sydney NSW,"Extensive, hands-on data analysis experience – including a thorough appreciation of how data flows through systems, relationships between data, and data…",106236.58
Senior Data Linkage Analyst,SA Health,Adelaide SA,The role manages the data and is responsible for maintaining and improving the specialist SA NT DataLink systems used for linking the data and extracting high…,106236.58
"Global Investment Research,Equity Research,Consumer Sector, Analyst, Sydney",Goldman Sachs,Sydney NSW,"Conducting statistical analysis of economic data, fundamentals, and relevant correlations of the data.
Providing support to single stock research analysts.",106236.58
People Systems Data & Reporting Specialist,Fortescue Metals Group,Perth WA,"5+ years in a data analyst or equivalent position.
Ensure data accuracy by understanding, validating and cleansing data.",106236.58
Sales and Operations Analyst,LHH Knightsbridge,Sydney NSW,"Assist sales leaders in making data driven decisions.
Regular reviews of the Salesforce.com CRM platform to ensure quality/cleanliness of sales pipeline data.",106236.58
Privacy Analyst,AMP Limited,Sydney NSW,"Contributing to the development privacy and data protection training materials and other communications.
Contributing and improve the monitoring activities,…",106236.58
Data Business Analyst - 12 Month Max Term Contract,Macquarie Group Limited,Sydney NSW,"Working with stakeholders to understand data requirements, business processes and data flows, and effectively identify and build controls around critical data…",106236.58
